country,year, gdp_for_year ($) ,gdp_per_capita ($)
Chile,2008,"179,638,496,279",11653
Chile,2008,"179,638,496,279",11653
Chile,2008,"179,638,496,279",11653
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2009,"172,389,498,445",11062
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2010,"218,537,551,220",13874
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2011,"252,251,992,029",15854
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2012,"267,122,320,057",16617
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2013,"278,384,332,694",17140
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2014,"260,584,090,571",15883
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Chile,2015,"243,999,477,738",14729
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1985,"34,894,411,352",1393
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1986,"34,942,489,684",1366
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1987,"36,373,307,085",1299
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1988,"39,212,550,050",1369
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1989,"39,540,080,200",1350
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1990,"40,274,204,595",1346
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1991,"41,239,551,378",1348
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1992,"49,279,585,355",1664
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1993,"55,802,538,219",1845
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1994,"81,703,500,846",2646
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1995,"92,507,279,383",2796
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1996,"97,160,109,278",2883
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1997,"106,659,508,271",3106
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1998,"98,443,739,941",2814
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,1999,"86,186,158,685",2419
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2000,"99,886,577,331",2755
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2001,"98,203,546,156",2662
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2002,"97,933,391,976",2613
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2003,"94,684,584,163",2489
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2004,"117,074,863,822",3033
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2005,"146,566,264,837",3742
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2006,"162,590,146,096",4095
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2007,"207,416,494,642",5150
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2008,"243,982,437,871",5971
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2009,"233,821,670,544",5643
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2010,"287,018,184,638",6836
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2011,"335,415,156,702",7885
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2012,"369,659,700,376",8586
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2013,"380,191,881,860",8731
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2014,"378,195,716,714",8591
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Colombia,2015,"291,519,591,533",6552
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1985,"4,796,628,461",2145
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1986,"5,477,895,475",2389
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1987,"5,841,132,962",2433
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1988,"6,063,759,371",2460
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1989,"6,866,402,028",2686
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1990,"7,403,457,319",2817
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1991,"7,168,999,428",2651
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1992,"8,528,593,084",3070
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1993,"9,537,297,507",3342
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1994,"10,432,619,390",3562
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1995,"11,513,472,694",3672
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1996,"11,618,286,553",3639
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1997,"12,552,071,367",3827
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1998,"13,617,405,420",4046
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,1999,"14,195,623,425",4115
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2000,"14,949,514,585",4233
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2001,"15,913,363,335",4412
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2002,"16,504,795,453",4485
Costa Rica,2003,"17,195,867,540",4583
Costa Rica,2003,"17,195,867,540",4583
Costa Rica,2003,"17,195,867,540",4583
Costa Rica,2003,"17,195,867,540",4583
Costa Rica,2003,"17,195,867,540",4583
